"ORDEN_V"	"CPRO"	"CMUN"	"TIPO_VIV"	"TENEN_VIV"	"RT_imp"	"SUPERF"	"PLANTAS_sr"	"PLANTAS_br"	"TIPO_EDIF"	"ANOCO"	"TAM_HOG_5"
2448906	29	067	1	2	0	43	3	0	3	2011	1
2448943	29	068	1	2	1	86	5	0	3	1988	2
2448970	29	067	1	4	0	70	9	0	3	1967	2
2449028	29	070	1	3	1	22	4	0	3	2002	2
2449033	29	054	1	4	0	41	10	0	3	1977	1
2449041	29	069	0			141	2	0	1	2007	
2449117	29	067	0			70	6	0	3	1976	
2449129	29	070	1	2	1	66	2	0	2	1977	1
2449131	29	015	1	2	1	208	2	0	1	2009	4
2449152	29	025	0			57	5	0	3	2007	
2449192	29	082	1	2	1	139	1	0	1		4
2449205	29	075	1	2	1	85	1	0	1	1980	2
2449211	29	067	1	2	0	59	10	1	3	1968	5
2449224	29	067	1	2	0	138	10	0	3	2000	3
2449248	29	015	0			393	1	0	2		
2449274	29	070	0			33	3	0	3	1989	
2449292	29	067	1	2	0	63	10	0	3	1968	4
2449298	29	051	0			82	5	0	3	1992	
2449314	29	094	1	2	0	41	3	0	3	2012	4
2449324	29	993	0			86	3	0	3	2003	
2449416	29	993	0			46	10	0	3	1973	
2449461	29	084	1	2	0	53	1	0	1	1957	2
2449503	29	094	0			64	9	0	3	1970	
2449509	29	025	1	2	0	21	10	1	3	1975	1
2449613	29	007	1	2	1	68	1	0	1	2003	4
2449624	29	069	1	3	1	78	5	0	3	1985	3
2449633	29	051	1	2	0	104	1	0	1	2000	3
2449640	29	067	1	2	1	114	1	0	1	1987	4
2449650	29	067	1	2	0	74	4	0	3	2009	3
2449665	29	025	1	2	1						4
2449671	29	901	1	2	1	130	5	0	3	1989	1
2449680	29	070	0			65	3	0	3	1987	
2449733	29	067	1	2	0	56	10	0	3	1966	2
2449742	29	067	1	3	0	80	4	0	3	1990	3
2449770	29	067	1	2	1	83	5	0	3	1987	2
2449792	29	993	1	2	0	45	1	0	1	1960	3
2449855	29	070	0			64	2	0	3	1985	
2449859	29	015	0			149	1	0	1	1970	
2449870	29	094	1	4	1	240	1	0	1	1975	1
2449882	29	069	1	2	0	130	6	0	3	2005	1
2449926	29	091	0			61	3	0	3	2002	
2449971	29	070	1	2	0	58	4	0	3	2005	2
2450015	29	008	1	2	0	75	1	0	1	2004	2
2450070	29	042	0			157	1	0	1	1930	
2450100	29	067	0			122	1	0	3		
2450170	29	091	0			59	1	0	1	1997	
2450287	29	015	0			99	2	0	1	1988	
2450303	29	094	1	2	1	66	1	0	1	1950	5
2450315	29	067	1	2	1	28	4	0	3	1900	2
2450318	29	025	1	2	0	89	3	0	3	2001	3
2450373	29	067	1	2	0	97	5	0	3	2000	4
2450393	29	069	0			133	3	0	3	1997	
2450397	29	068	1	3	1	80	6	0	3	2006	4
2450437	29	067	1	2	0	39	6	0	3	1966	1
2450448	29	070	1	2	1	60	2	0	3	1988	5
2450452	29	901	1	2	0	61	5	0	3	1970	2
2450465	29	084	1	2	1	111			1		1
2450491	29	025	0			79	2	0	3	1988	
2450552	29	051	1	2	0	70	2	0	3	2003	4
2450589	29	008	1	2	0	116	1	0	1	2002	1
2450597	29	091	0			27	9	1	3	1980	
2450598	29	067	1	2	0	58	5	0	3	1968	2
2450616	29	067	1	2	0	70	7	0	3	2006	3
2450626	29	067	1	2	0	92	3	0	3	1989	4
2450745	29	067	1	3	0	66	8	0	3	1991	3
2450771	29	051	0			71	7	1	3	2000	
2450882	29	069	0			811	1	0	1	2014	
2450883	29	992	1	2	0	231	2	0	1	1983	5
2450936	29	075	1	4	0	55	7	1	3	1970	1
2450939	29	993	1	2	0	73	3	0	3	2006	3
2450971	29	067	1	2	0	75	10	0	3	1980	3
2450975	29	069	1	3	1	119	4	0	3	2003	1
2450983	29	070	1	3	1	97	3	0	3	2008	2
2451013	29	901	1	2	1	80	4	1	3	1968	2
2451016	29	094	1	2	0	103	2	0	3	2002	2
2451045	29	084	1	4	1	53	1	0	1		2
2451066	29	067	1	2	1	104	7	0	3	1980	2
2451110	29	054	0			83	8	0	3	1986	
2451138	29	025	1	2	1	36	5	0	3	1988	2
2451178	29	993	0			98	5	0	3	2008	
2451207	29	067	0			64	3	0	3	1988	
2451272	29	070	0			26	8	0	3	1974	
2451291	29	094	1	2	0	80	8	0	3	1975	2
2451299	29	051	1	2	0	70	3	0	3	1980	1
2451339	29	067	0			136	10	1	3	1973	
2451346	29	051	0			48	1	0	3	2001	
2451445	29	067	1	4	1	87	6	0	3	1993	4
2451478	29	054	0			60	10	0	3	1980	
2451561	29	067	1	2	0	51	9	0	3	1976	4
2451564	29	082	1	2	1	91	3	0	3	2008	2
2451569	29	991	1	2	0	133	1	0	1	2006	4
2451570	29	069	1	2	1	108	1	0	3	1986	4
2451573	29	901	1	2	0	21	10	0	3	1981	1
2451687	29	084	0			44	4	0	3	1960	
2451693	29	067	1	2	1	67	5	0	3	2004	2
2451697	29	054	1	2	1	68	8	0	3	1989	4
2451716	29	051	1	2	1	87	8	2	3	2003	5
2451721	29	094	1	2	0	122	8	0	3	1981	1
2451772	29	051	0			541	1	0	1		
2451774	29	067	1	2	1	80	4	0	3	2009	4
2451783	29	038	1	4	1	81	3	0	3	2005	2
2451792	29	025	1	2	0	62	9	0	3	1976	3
2451811	29	025	1	2	0	85	2	0	2	1996	2
2451864	29	068	0			124	3	0	3	2006	
2451883	29	069	0			55	10	0	3	1978	
2451976	29	993	1	4	0	91	2	0	1	2000	1
2451984	29	067	1	2	0	55	6	0	3	1967	1
2451989	29	993	1	2	0	170	1	0	1	2000	3
2452003	29	070	0			52	5	0	3	2008	
2452009	29	067	0			46	1	0	1	1937	
2452041	29	069	1	2	0	89	10	0	3	1982	1
2452049	29	075	0			48	8	0	3	1970	
2452050	29	051	1	2	1	80	4	0	3	2003	4
2452054	29	993	1	2	0	117	3	0	1	1991	2
2452068	29	094	0			67	1	0	1	1965	
2452069	29	993	0			134	3	0	3	2007	
2452073	29	025	1	2	0	152	1	0	1	1973	2
2452137	29	991	1	2	1	143	1	0	1		2
2452138	29	070	1	3	1	75	6	0	3	2007	2
2452153	29	067	1	2	1	61	10	0	3	1968	1
2452171	29	067	1	2	0	65	9	0	3	1972	3
2452201	29	038	1	4	1	225	1	0	1	1998	4
2452221	29	015	1	3	0	85	5	0	3	1980	1
2452222	29	069	1	3	1	90	6	0	3	1999	4
2452257	29	992	0			69	1	0	1	1960	
2452265	29	067	1	2	0	69	8	0	3	1977	2
2452280	29	067	1	2	0	94	4	0	3	1970	2
2452289	29	082	0			72	5	0	3	1979	
2452310	29	070	1	2	0	105	1	0	3	2003	4
2452318	29	015	1	2	0	95	5	0	3	1995	4
2452340	29	069	0			47	1	0	1	1964	
2452359	29	070	1	3	1	93	6	0	3	1986	2
2452366	29	054	0			70	5	0	3	1985	
2452388	29	901	0			62	6	0	3	2004	
2452472	29	070	1	3	0	79	3	0	3	2004	1
2452491	29	991	1	2	0	71	2	0	1	1944	1
2452514	29	067	1	3	1	96	2	0	3	2008	1
2452537	29	992	0			81	1	0	1	1974	
2452577	29	993	0			174	1	0	1	1940	
2452673	29	084	1	2	0	92	2	0	3	2007	4
2452678	29	067	1	2	0	53	9	0	3	1974	3
2452726	29	051	1	2	0	94	2	0	3	1970	2
2452769	29	991	0			59	1	0	2	1975	
2452849	29	067	1	2	0	380	1	0	1	1960	3
2452881	29	007	1	4	0	181	1	0	1	1987	1
2452969	29	067	1	2	1	31	2	0	1	1946	3
2452986	29	992	0			114	1	0	1	1986	
2452990	29	067	1	2	0	66	10	0	3	1969	1
2453030	29	084	0			137	1	0	1		
2453057	29	992	1	2	1	32	1	0	1	1940	1
2453077	29	054	1	2	1	71	7	0	3	1987	3
2453078	29	067	1	2	0	71	10	0	3	1979	1
2453145	29	992	1	2	0	152	1	0	1	1999	1
2453167	29	067	1	2	0	100	8	0	3	2001	2
2453192	29	054	1	2	1	70	7	0	3	1985	2
2453218	29	025	0			71	9	0	3	1971	
2453272	29	082	1	4	1	114	4	0	3	2007	1
2453291	29	993	1	2	0	206	2	0	1	1989	5
2453298	29	070	1	2	0	66			3	1985	5
2453346	29	054	1	2	0	70	4	0	3	2000	1
2453350	29	082	0			198	1	0	1	2000	
2453367	29	993	0			95	1	0	1	2011	
2453373	29	993	1	2	0	119	1	0	1	1990	2
2453374	29	068	1	2	0	68	5	0	3	1988	4
2453381	29	901	1	2	0	48	2	0	3	1992	4
2453418	29	067	1	2	0	78	6	0	3	2002	3
2453439	29	067	1	2	0	69	1	1	1	1948	1
2453509	29	069	1	2	0	65	5	0	3	1968	1
2453548	29	007	0			111	1	0	1		
2453593	29	991	0			56	1	0	1		
2453627	29	993	0			159	1	0	1	1997	
2453647	29	993	1	2	1	99	2	0	3	1982	1
2453664	29	094	1	2	0	80	1	0	1		3
2453698	29	992	0			56	4	0	3	2003	
2453723	29	051	0			116	2	0	1	1965	
2453724	29	094	0			81	5	0	3	2005	
2453804	29	051	1	3	1	65	4	0	3	1986	2
2453817	29	067	1	2	0	51	3	0	3	1958	4
2453826	29	993	1	2	1	187	2	0	1	2010	4
2453889	29	069	1	2	0	57	5	0	3	1971	1
2453896	29	084	1	2	0	321	1	0	1	1900	5
2453951	29	901	0			70	10	0	3	1979	
2453957	29	067	1	2	0	52	1	0	1	1900	2
2453969	29	051	1	2	0	72	4	0	3	2002	4
2454036	29	992	1	2	0	109	3	0	2	1999	2
2454045	29	054	1	2	0	46	4	0	3	2002	2
2454077	29	094	1	3	1	40	1	0	1	1950	1
2454100	29	075	1	2	0	88	2	0	3	1988	4
2454110	29	067	1	4	0	112	8	0	3	2019	5
2454120	29	992	1	2	1	97	1	0	1	1956	1
2454157	29	054	0			51	2	0	3	2012	
2454162	29	051	1	2	0	70	5	1	3	1970	1
2454248	29	094	0			72	4	0	3	1984	
2454275	29	054	1	2	1	49	3	0	3	1973	1
2454399	29	082	1	2	0	103	4	0	3	2007	4
2454449	29	094	0			54	8	0	3	1970	
2454479	29	067	1	2	0	68	2	0	1	1936	1
2454485	29	069	1	2	0	63	3	0	3	1995	2
2454505	29	025	1	2	0	50	1	0	3	1985	2
2454527	29	051	1	2	0	84	7	1	3	2001	3
2454552	29	094	1	2	0	119	2	0	1		4
2454606	29	094	0			98	6	0	3	1978	
2454649	29	042	1	2	0	75	4	1	3	2002	2
2454650	29	075	0			62	8	0	3	1973	
2454727	29	069	1	3	1	81	4	0	3	1973	1
2454733	29	094	1	2	0	96	1	0	3	1991	5
2454747	29	067	1	2	0	42	3	0	3	1955	1
2454757	29	051	1	2	0	207	1	0	1	1979	1
2454780	29	992	0			69	1	0	1	1975	
2454815	29	992	0			83	1	0	2	1988	
2454854	29	082	0			138	1	0	1	1960	
2454855	29	993	1	3	1	77	1	0	1		1
2454872	29	069	1	2	1	51	4	0	3		3
2454883	29	068	0			92	6	1	3	2004	
2454913	29	068	0			68	6	0	3	2006	
2454919	29	069	0			365	1	0	1	2014	
2454925	29	025	0			85	1	0	1	1981	
2454937	29	015	0			99	1	0	1	1900	
2454945	29	094	0			90	1	0	1		
2455011	29	069	1	2	0	27	1	0	1	1972	2
2455026	29	067	1	2	0	67	5	0	3	1976	3
2455058	29	993	1	2	0	148	1	0	1	1997	4
2455091	29	042	1	4	0	96	1	0	1	1979	3
2455178	29	094	0			57	4	0	3	2009	
2455201	29	051	1	2	0	94	5	0	3	1986	4
2455203	29	054	1	2	1	108	1	0	1	1975	3
2455221	29	069	1	2	1	35	4	0	3	1966	2
2455239	29	070	1	2	0	71	2	0	3	1994	1
2455251	29	067	1	2	0	82	7	0	3	2000	2
2455252	29	993	1	2	0	133	3	1	3	2005	2
2455254	29	042	1	2	1	85	5	0	3	1977	2
2455267	29	068	1	2	0	61	6	1	3	2004	3
2455276	29	991	0			86	1	0	1	1955	
2455282	29	992	0			302	1	0	1	1974	
2455328	29	094	0			94	2	0	3	2000	
2455344	29	901	1	2	1	31	5	0	3	2002	1
2455356	29	993	0			89	6	0	3	2009	
2455360	29	025	1	2	0	71	6	0	3	1996	1
2455412	29	992	0			107	1	0	1	1963	
2455445	29	067	1	2	0	109	10	0	3	1973	1
2455470	29	069	1	2	0	93	3	1	3	2001	3
2455486	29	094	0			105	1	0	1		
2455494	29	993	1	4	1	68	2	0	1	1910	1
2455533	29	007	1	2	0	84	1	0	1	1977	2
2455539	29	070	0			32	1	0	1	1960	
2455540	29	067	1	2	0	98	2	0	1	1973	3
2455558	29	051	1	3	1	67	3	1	3	1976	5
2455560	29	054	1	2	0	50	5	0	3	2004	2
2455644	29	082	1	2	0	77	4	2	3	1979	1
2455649	29	070	0			56	10	1	3	1974	
2455655	29	067	1	2	1	81	6	0	3	1985	4
2455670	29	054	0			85	10	0	3	1984	
2455714	29	012	0			93	1	0	1	1955	
2455729	29	067	1	2	0	60	10	0	3	1983	1
2455751	29	051	1	3	1	69	1	0	1	1950	5
2455754	29	015	1	2	0	102	1	0	1	1996	2
2455815	29	067	1	2	0	94	8	1	3	1982	1
2455829	29	067	1	3	1	65			4		1
2455862	29	991	0			39	1	0	3	1940	
2455898	29	992	1	2	0	89	3	0	3	2007	3
2455939	29	082	1	2	0	70	3	0	3	2007	3
2455974	29	901	1	2	0	99	1	0	1	1981	3
2455999	29	991	1	3	1	68	1	0	1		2
2456043	29	067	1	2	0	72	7	0	3	2014	1
2456078	29	993	1	2	1	31	1	0	1	2000	1
2456104	29	067	1	2	1	89	8	0	3	1975	5
2456115	29	069	0			85	5	0	3	2001	
2456152	29	067	0			71	8	0	3	1963	
2456200	29	069	0			124	1	0	1		
2456237	29	992	1	2	1	148	1	0	1	1988	3
2456279	29	054	1	2	1	64	2	0	2	1955	1
2456289	29	067	1	2	0	101	1	0	1	1966	3
2456299	29	091	1	2	0	89	3	0	3	1998	3
2456302	29	054	1	2	0	73	5	0	3	1970	2
2456310	29	067	1	2	0	111	8	0	3	1993	5
2456315	29	091	0			66	1	0	2		
2456361	29	015	1	2	0	132	3	0	1	2002	3
2456366	29	067	1	3	1	89	7	0	3	1982	1
2456442	29	067	1	2	0	95	8	1	3	1975	4
2456464	29	067	0			79	8	0	3	1999	
2456481	29	094	0			51	3	0	3	2019	
2456487	29	993	0			67	3	0	3	1988	
2456528	29	051	0			133	3	0	3	2001	
2456537	29	025	1	4	1	56	3	0	3	2007	4
2456542	29	051	1	3	1	136	1	0	1	1970	1
2456559	29	993	1	2	0	68	3	0	3	1995	4
2456576	29	007	1	2	0	92	1	0	3	2004	4
2456702	29	069	0			133	1	0	1	1982	
2456713	29	992	0			68	1	0	1	1958	
2456715	29	069	1	2	0	55	7	0	3	2001	1
2456758	29	075	1	2	0	67	1	0	1	1987	1
2456760	29	901	1	2	0	47	9	0	3	1959	1
2456796	29	067	1	2	1	68	10	0	3	1973	1
2456807	29	901	0			58	3	0	3	1989	
2456831	29	067	1	2	0	68	6	1	3	1965	2
2456851	29	993	1	2	1	75	3	0	3	2007	3
2456857	29	067	1	2	1	76	10	0	3	1980	5
2456873	29	992	1	2	1	91	1	0	1	2007	5
2456885	29	992	1	2	0	109	2	0	1	1944	2
2456889	29	025	0			57	3	0	3	2009	
2456911	29	051	1	2	1	53	10	0	3	1984	1
2456914	29	067	1	2	0	84	7	0	3	2000	2
2456921	29	070	0			75	3	0	3	2007	
2456950	29	051	0			91	3	0	3	1985	
2456961	29	069	1	2	1	110	6	0	3	1983	3
2457004	29	082	1	2	0	91	1	0	1	1969	2
2457026	29	067	0			69	6	0	3	1999	
2457109	29	070	1	2	1	59	6	0	3	1983	2
2457161	29	991	1	2	0	115	1	0	1	2002	2
2457176	29	067	0			93	9	0	3	2009	
2457241	29	067	1	2	0	78	6	1	3	1972	1
2457267	29	069	0			75	1	0	1	1979	
2457284	29	067	1	2	0	31	2	0	3	1968	3
2457295	29	038	0			32	1	0	1	2000	
2457381	29	067	1	2	0	70	9	0	3	2009	3
2457384	29	025	1	2	0	85	7	0	3	2001	2
2457403	29	070	1	2	0	56	3	0	3	2004	4
2457415	29	993	1	2	0	81	1	0	1	1988	1
2457416	29	067	1	4	1	65	10	0	3	1973	5
2457429	29	007	1	2	1	64	3	0	2	2001	1
2457441	29	901	0			61	7	0	3	1970	
2457466	29	991	1	4	1	140	1	0	1	1996	1
2457500	29	054	1	2	1	54	4	0	3	2000	1
2457532	29	015	1	2	0	85	4	0	3	1991	4
2457542	29	067	1	3	1	183			4		2
2457566	29	054	1	2	1	43	4	0	3	1985	1
2457571	29	069	1	2	0	59	5	0	3	1974	2
2457572	29	025	0			63	5	1	3	1992	
2457642	29	067	1	2	0	98	5	0	3	1967	4
2457681	29	070	1	2	0	123	2	1	2	2000	2
2457787	29	067	0			79	7	0	3	2002	
2457797	29	068	0			46	6	0	3	2004	
2457878	29	067	1	3	1	43	3	0	3	2012	3
2457882	29	067	0			50	6	0	3	1974	
2457889	29	067	1	2	1	70	10	0	3	1973	2
2457926	29	067	1	3	1	68	1	0	1	1975	2
2457932	29	051	0			93	3	0	3	2005	
2457933	29	069	0			107	3	0	3	2004	
2458001	29	070	1	2	0	51	2	1	3	1989	1
2458010	29	067	1	2	0	98	1	0	1	1985	5
2458013	29	038	1	2	0	97	1	0	1	2006	1
2458019	29	051	1	3	1	89	5	0	3	2005	1
2458035	29	038	1	2	0	57	5	0	3	2006	1
2458192	29	025	0			53	4	0	3	2006	
2458234	29	993	1	2	0	130	2	0	1	2001	4
2458248	29	992	1	2	0	122	2	0	2	1988	3
2458266	29	025	1	2	1	66	3	1	3	2007	1
2458305	29	054	1	3	0	46	4	0	3	1970	1
2458306	29	054	1	3	0	44	3	0	3	2004	2
2458318	29	067	1	2	0	48	4	0	3	1962	3
2458330	29	069	0			94	4	1	3	1983	
2458340	29	007	1	2	0	153	1	0	1	1992	4
2458341	29	094	1	2	1				4		1
2458350	29	069	0			51	4	0	3		
2458404	29	067	1	2	0	73	7	0	3	1986	1
2458583	29	067	1	2	0	75	4	0	3	2008	4
2458589	29	992	1	2	0	52	1	0	2	1995	3
2458606	29	094	1	2	0	58	4	0	3	2003	1
2458643	29	069	0			104	7	0	3	2006	
2458646	29	025	1	2	1	41	6	0	3	2002	1
2458659	29	051	0			106	7	1	3	2000	
2458673	29	992	1	2	1	239	3	0	1	2015	4
2458693	29	067	1	2	0	87	8	0	3	1983	3
2458699	29	992	0			259	1	0	1	1900	
2458713	29	054	1	2	1	94	4	0	3	2002	1
2458740	29	068	0			67	4	0	3	2008	
2458741	29	025	0			56	4	0	3	2009	
2458766	29	067	1	2	1	65	6	0	3	1976	3
2458769	29	084	1	2	0	86	4	0	3	1989	2
2458788	29	991	0			119	1	0	1	1942	
2458796	29	069	1	2	0	99	6	0	3	1983	3
2458824	29	051	1	2	1	92	5	0	3	2006	2
2458839	29	067	1	2	0	89	10	0	3	1972	3
2458898	29	007	1	2	0	92	1	0	3	2004	4
2458899	29	069	0			100	10	0	3	2000	
2458929	29	015	0			169	1	0	1		
2458934	29	067	1	2	0	83	1	0	1	1976	2
2458965	29	054	1	2	0	64	4	0	3	2001	1
2458996	29	068	0			80	4	0	3	2007	
2459046	29	069	0			65	1	0	1	1971	
2459066	29	067	1	3	1	80	7	0	3	2000	3
2459123	29	067	1	2	0	83	8	0	3	2007	4
2459173	29	051	0			58	8	0	3	2006	
2459186	29	069	1	2	0	70	9	0	3	1980	2
2459203	29	992	0			79	1	0	1	1960	
2459227	29	038	1	2	0	85	1	0	1	1978	4
2459229	29	901	0			54	10	0	3	1972	
2459265	29	067	1	2	0	177	1	0	1	1979	3
2459268	29	082	0			104	5	0	3	1981	
2459276	29	067	1	3	0	86	4	0	3	1989	1
2459288	29	008	1	2	0	81	1	0	1	1978	4
2459313	29	012	1	2	1	75	1	0	1	1991	3
2459344	29	069	0			138	7	0	3	1974	
2459345	29	067	1	2	0	67	9	0	3	1978	1
2459356	29	992	1	3	1	77	1	0	2	1995	4
2459378	29	025	1	2	0	53	5	0	3	2006	1
2459460	29	067	1	2	0	75	4	0	3	2010	3
2459477	29	070	0			72	3	0	3	2004	
2459513	29	067	1	2	0	59	10	0	3	1973	2
2459519	29	084	0			186	1	0	1	1940	
2459549	29	067	1	3	1	36	8	0	3	1956	3
2459656	29	084	1	2	0	66	1	0	2		1
2459684	29	070	0			204	1	0	1	1988	
2459752	29	901	1	2	0	87	6	0	3	2020	3
2459753	29	054	1	3	1	108	1	0	2	1971	1
2459843	29	015	1	2	0	89	2	0	1	2005	4
2459869	29	993	1	2	0	54	1	0	1	1974	2
2459924	29	993	0			51	1	0	1	1973	
2459929	29	993	1	2	1	66	2	0	2	1984	1
2460037	29	067	1	4	0	76	7	0	3	2001	3
2460040	29	051	0								
2460050	29	993	0			186	2	1	3	2009	
2460061	29	042	1	2	0	85	5	0	3	2003	4
2460067	29	025	1	2	0	51	5	0	3	2002	1
2460083	29	082	0			99	2	0	3	2000	
2460111	29	070	1	4	1	101	2	0	2	2000	1
2460141	29	901	1	2	1	115	5	0	3	1978	2
2460178	29	067	1	2	0	71	10	0	3	1983	4
2460203	29	993	0			47	1	0	3	2010	
2460239	29	070	0			60	4	0	3	1980	
2460247	29	069	1	2	0	64	8	0	3	1978	2
2460278	29	992	1	2	0	117	1	0	1	2004	1
2460310	29	067	1	2	0	66	5	0	3	2001	4
2460320	29	070	0			88	2	0	1	1984	
2460321	29	094	1	2	0	80	6	0	3	1974	3
2460377	29	054	1	3	1	144	8	0	3	1985	2
2460396	29	067	1	3	1	74	6	0	3	1995	4
2460397	29	993	0			810	1	1	1	2009	
2460398	29	067	1	2	0	92	7	0	3	2002	3
2460449	29	901	1	2	0	114	2	0	3	2008	3
2460462	29	067	1	2	0	72	10	0	3	1966	5
2460466	29	067	1	2	0	81	10	0	3	1980	1
2460502	29	008	1	2	1	67	1	0	1	1970	1
2460515	29	069	0			90	10	0	3	2001	
2460520	29	067	1	3	1	56	9	0	3	1970	1
2460563	29	067	1	2	0	82	10	0	3	1966	1
2460566	29	054	0			56	8	0	3	1988	
2460578	29	084	1	4	1	89	7	1	3	1988	1
2460625	29	067	1	2	1	90	1	0	1	1936	2
2460629	29	051	1	3	1	93	3	0	3	2005	3
2460698	29	992	0			99	1	0	1	1948	
2460705	29	054	1	2	0	95	10	0	3	1986	4
2460753	29	025	0			45	10	1	3	1971	
2460761	29	067	1	3	1	64	7	0	3	1960	2
2460826	29	993	0			85	3	0	3	2006	
2460845	29	067	1	3	1	109	7	0	3	1979	1
2460864	29	067	1	2	0	75	3	0	2	1980	1
2460872	29	069	0			49	3	0	3	1999	
2460891	29	094	0			27	1	0	1		
2460906	29	067	0			96	5	0	3	1991	
2460909	29	067	1	2	1	29	1	0	1	1936	2
2460925	29	070	1	4	0	61	4	0	3	2002	2
2460963	29	015	1	2	0	92	5	0	3	1975	2
2460984	29	901	1	2	0	78	6	1	3	1975	4
2460995	29	992	0			135	1	0	1	2004	
2461151	29	069	0			86	1	0	1	1979	
2461157	29	067	1	2	0	89	6	0	3	1991	1
2461186	29	991	0			99	1	0	1	2000	
2461194	29	067	1	2	0	157	1	0	1	1976	4
2461206	29	025	0			38	9	0	3	1976	
2461335	29	091	0			55	8	0	3	2005	
2461339	29	007	1	2	0	84	1	0	1	1995	5
2461383	29	069	0			112	3	0	3	2003	
2461384	29	901	1	2	1	89	3	0	3	2007	1
2461395	29	067	1	2	0	205	1	0	1	1984	5
2461422	29	067	1	2	0	364	1	0	2	2014	5
2461430	29	067	1	2	1	63	10	0	3	1973	1
2461468	29	992	0			108	3	0	3	2001	
2461494	29	082	1	4	1	80	6	0	3	1983	3
2461515	29	992	1	4	0	388	1	0	1	1940	2
2461524	29	054	0			88	4	0	3	1999	
2461526	29	070	0			55	2	0	3	1988	
2461570	29	069	1	2	1	42	3	0	3	1986	4
2461617	29	992	1	2	0	89	2	0	3	2005	2
2461660	29	992	1	3	1						4
2461675	29	067	1	2	0	67	6	0	3	1990	4
2461680	29	993	0			127	1	0	1	1900	
2461690	29	007	0			45	1	0	2	2005	
2461695	29	075	0			70	8	0	3	1979	
2461764	29	070	0			61	4	0	3	2009	
2461809	29	025	1	2	0	27	3	0	3	2006	4
2461826	29	094	1	3	1	82	2	0	2	1975	2
2461831	29	070	1	2	1	474	1	0	1	2015	1
2461896	29	067	1	2	0	71	10	0	3	1966	2
2461901	29	008	1	2	1	116	2	0	1	1993	3
2461915	29	054	1	2	0	53	5	0	3	2005	3
2461951	29	069	1	2	1	96	3	0	3	2003	3
2461985	29	067	0			48	10	0	3	1967	
2462008	29	993	1	2	1	66	2	0	1	2000	1
2462050	29	025	0			35	10	1	3	1976	
2462051	29	993	0			85	2	0	3	2005	
2462106	29	067	1	3	1	74	4	0	3	1989	3
2462135	29	067	1	2	0	109	7	0	3	2005	3
2462146	29	091	0			51	3	0	3	2004	
2462174	29	082	1	2	0	146	1	0	3	1992	2
2462184	29	094	1	2	1	56	1	0	1		4
2462221	29	067	1	2	0	94	3	0	3	2004	4
2462223	29	051	1	2	1	106	5	1	3	1968	1
2462247	29	094	1	2	0	67	5	0	3	2006	4
2462308	29	067	0			36	3	0	3	1964	
2462319	29	075	1	2	0	73	3	0	3	1978	4
2462357	29	070	1	4	1	85	3	0	3	2008	5
2462367	29	067	1	2	0	64	5	0	3	1971	2
2462411	29	025	1	2	1	34	1	0		1991	2
2462464	29	901	1	2	0	48	4	0	3	2001	2
2462486	29	993	0			61	3	0	3	2006	
2462495	29	008	0			60	1	0	1	2000	
2462523	29	067	1	2	0	63	1	0	1	1973	3
2462594	29	091	0			73	4	0	3	2003	
2462616	29	067	1	2	0	83	8	0	3	1974	3
2462674	29	993	1	3	0	93	1	0	1	1960	2
2462704	29	070	0			77	1	0	1	1985	
2462739	29	067	0			70	10	0	3	1975	
2462777	29	075	0			84	3	0	3	1998	
2462780	29	070	1	3	1	39	2	0		1987	1
2462796	29	091	1	2	1	43	5	0	3	2001	1
2462813	29	993	1	2	1	82	2	0	1	2009	2
2462833	29	067	1	2	0	106	10	0	3	1983	3
2462842	29	067	1	2	1	55	4	0	3	1955	1
2462876	29	070	0			70	3	0	3	2000	
2462888	29	051	0			30	1	0	1		
2462931	29	067	1	2	0	102	7	0	3	2004	2
2462956	29	067	1	2	0	78	2	0	1	1968	1
2462990	29	054	1	2	0	66	10	0	3	1980	4
2462998	29	051	1	2	0	88	1	0	2	1999	4
2463003	29	094	1	2	0	108	2	0	1	1990	2
2463023	29	067	1	2	0	91	7	0	3	1985	2
2463029	29	094	0			82	2	0	3	1988	
2463071	29	067	1	2	0	41	1	1	3	1960	2
2463078	29	067	1	4	0	104	10	0	3	1973	4
2463087	29	067	1	3	1	57	5	0	3	1968	2
2463104	29	082	1	2	0	65	4	0	3	2009	2
2463107	29	992	0			60	1	0	1	1948	
2463124	29	067	1	2	0	67	10	0	3	1983	5
2463130	29	075	1	3	1	104	3	0	1	2017	3
2463138	29	070	1	2	0	344	1	1	1	1985	2
2463152	29	067	1	2	0	68	9	0	3	1981	4
2463178	29	067	1	2	0	97	8	0	3	2004	4
2463192	29	082	1	2	0	94	3	0	3	2004	3
2463194	29	091	1	2	1	62	3	0	3	2002	2
2463206	29	094	1	2	0	118	1	0	1	1962	5
2463208	29	901	0			80	10	1	3	1980	
2463260	29	067	1	3	0	65	10	1	3	1972	5
2463263	29	075	1	2	0	60	7	0	3	1975	2
2463264	29	070	0			68	5	1	3	2006	
2463395	29	993	1	2	0	104	1	0	1	1994	3
2463444	29	067	0			41	4	0	3	2013	
2463454	29	051	0			45	10	0	3	1986	
2463577	29	067	1	2	0	67	8	0	3	2009	2
2463595	29	991	1	2	0	182	1	0	1	1988	1
2463622	29	070	1	4	1	87	5	0	3	2008	1
2463629	29	069	1	2	0	86	6	0	3	2001	2
